Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
42.0	52.0			gallup-6059	Gallup	2009-09-10	2009-09-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	45.0	4.0	19.0	rasmussen-6056	Rasmussen	2009-09-10	2009-09-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0			gallup-6054	Gallup	2009-09-09	2009-09-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	44.0	5.0	19.0	rasmussen-6052	Rasmussen	2009-09-09	2009-09-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0			gallup-6048	Gallup	2009-09-08	2009-09-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	5.0	18.0	rasmussen-6044	Rasmussen	2009-09-08	2009-09-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
31.0	46.0	5.0	18.0	rasmussen-6037	Rasmussen	2009-09-07	2009-09-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	57.0			gallup-6040	Gallup	2009-09-06	2009-09-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	44.0	6.0	18.0	rasmussen-6027	Rasmussen	2009-09-06	2009-09-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	59.0			gallup-6031	Gallup	2009-09-05	2009-09-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	44.0	7.0	18.0	rasmussen-5982	Rasmussen	2009-09-05	2009-09-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	59.0			gallup-6024	Gallup	2009-09-04	2009-09-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	45.0	6.0	18.0	rasmussen-5981	Rasmussen	2009-09-04	2009-09-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	58.0			gallup-5980	Gallup	2009-09-03	2009-09-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	48.0	4.0	18.0	rasmussen-5979	Rasmussen	2009-09-03	2009-09-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	57.0			gallup-5978	Gallup	2009-09-02	2009-09-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	48.0	4.0	18.0	rasmussen-5977	Rasmussen	2009-09-02	2009-09-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	57.0			gallup-5975	Gallup	2009-09-01	2009-09-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
38.0	56.0			gallup-5970	Gallup	2009-08-31	2009-09-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	51.0	4.0	17.0	rasmussen-5968	Rasmussen	2009-08-31	2009-09-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	38.0	6.0	31.0	yougov-economist-5973	YouGov/Economist	2009-08-30	2009-09-01		Adults	1000	4.9	Internet	Nonpartisan	None
40.0	54.0			gallup-5962	Gallup	2009-08-30	2009-09-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	48.0	4.0	17.0	rasmussen-5957	Rasmussen	2009-08-30	2009-09-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	54.0			gallup-5933	Gallup	2009-08-29	2009-08-31	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	5.0	18.0	rasmussen-5931	Rasmussen	2009-08-29	2009-08-31	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	25.0	1.0	38.0	cbs-news-5955	CBS News	2009-08-27	2009-08-31	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1097	3.0	Live Phone	Nonpartisan	None
42.0	53.0			gallup-5927	Gallup	2009-08-28	2009-08-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	5.0	18.0	rasmussen-5926	Rasmussen	2009-08-28	2009-08-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
32.0	49.0	4.0	15.0	rasmussen-5925	Rasmussen	2009-08-27	2009-08-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	54.0			gallup-5924	Gallup	2009-08-27	2009-08-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	54.0			gallup-5923	Gallup	2009-08-26	2009-08-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	49.0	4.0	15.0	rasmussen-5922	Rasmussen	2009-08-26	2009-08-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	55.0			gallup-5920	Gallup	2009-08-25	2009-08-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	49.0	4.0	16.0	rasmussen-5918	Rasmussen	2009-08-25	2009-08-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0			gallup-5913	Gallup	2009-08-24	2009-08-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	48.0	5.0	17.0	rasmussen-5911	Rasmussen	2009-08-24	2009-08-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
24.0	36.0	7.0	32.0	yougov-economist-5915	YouGov/Economist	2009-08-23	2009-08-25		Adults	1000	4.9	Internet	Nonpartisan	None
39.0	54.0			gallup-5908	Gallup	2009-08-23	2009-08-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	46.0	6.0	20.0	rasmussen-5903	Rasmussen	2009-08-23	2009-08-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	54.0			gallup-5905	Gallup	2009-08-22	2009-08-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	44.0	6.0	22.0	rasmussen-5900	Rasmussen	2009-08-22	2009-08-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
29.0	43.0	5.0	23.0	rasmussen-5898	Rasmussen	2009-08-21	2009-08-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0			gallup-5897	Gallup	2009-08-21	2009-08-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
38.0	57.0			gallup-5896	Gallup	2009-08-20	2009-08-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	46.0	5.0	20.0	rasmussen-5895	Rasmussen	2009-08-20	2009-08-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	59.0			gallup-5894	Gallup	2009-08-19	2009-08-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	46.0	6.0	18.0	rasmussen-5893	Rasmussen	2009-08-19	2009-08-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
34.0	60.0			gallup-5888	Gallup	2009-08-18	2009-08-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	47.0	7.0	16.0	rasmussen-5887	Rasmussen	2009-08-18	2009-08-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	59.0			gallup-5881	Gallup	2009-08-17	2009-08-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	46.0	5.0	17.0	rasmussen-5876	Rasmussen	2009-08-17	2009-08-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	35.0	3.0	21.0	arg-5884	ARG	2009-08-16	2009-08-19	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
28.0	35.0	6.0	31.0	yougov-economist-5882	YouGov/Economist	2009-08-16	2009-08-18		Adults	1000	4.9	Internet	Nonpartisan	None
36.0	58.0			gallup-5874	Gallup	2009-08-16	2009-08-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	6.0	17.0	rasmussen-5870	Rasmussen	2009-08-16	2009-08-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0			gallup-5866	Gallup	2009-08-15	2009-08-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	46.0	6.0	18.0	rasmussen-5862	Rasmussen	2009-08-15	2009-08-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0			gallup-5861	Gallup	2009-08-14	2009-08-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	47.0	6.0	17.0	rasmussen-5860	Rasmussen	2009-08-14	2009-08-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
32.0	46.0	5.0	17.0	rasmussen-5859	Rasmussen	2009-08-13	2009-08-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	53.0			gallup-5858	Gallup	2009-08-13	2009-08-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	46.0	5.0	17.0	rasmussen-5855	Rasmussen	2009-08-12	2009-08-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0			gallup-5854	Gallup	2009-08-12	2009-08-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	53.0			gallup-5839	Gallup	2009-08-11	2009-08-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
33.0	46.0	5.0	16.0	rasmussen-5835	Rasmussen	2009-08-11	2009-08-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	53.0			gallup-5830	Gallup	2009-08-10	2009-08-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	45.0	5.0	17.0	rasmussen-5829	Rasmussen	2009-08-10	2009-08-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	34.0	7.0	33.0	yougov-economist-5831	YouGov/Economist	2009-08-09	2009-08-11		Adults	1000	4.9	Internet	Nonpartisan	None
43.0	50.0			gallup-5820	Gallup	2009-08-09	2009-08-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	44.0	5.0	19.0	rasmussen-5814	Rasmussen	2009-08-09	2009-08-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	53.0			gallup-5810	Gallup	2009-08-08	2009-08-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	6.0	18.0	rasmussen-5807	Rasmussen	2009-08-08	2009-08-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	54.0			gallup-5805	Gallup	2009-08-07	2009-08-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	47.0	6.0	16.0	rasmussen-5804	Rasmussen	2009-08-07	2009-08-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	55.0			gallup-5803	Gallup	2009-08-06	2009-08-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	48.0	5.0	15.0	rasmussen-5802	Rasmussen	2009-08-06	2009-08-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0			gallup-5801	Gallup	2009-08-05	2009-08-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	47.0	5.0	17.0	rasmussen-5800	Rasmussen	2009-08-05	2009-08-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	58.0			gallup-5798	Gallup	2009-08-04	2009-08-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	5.0	18.0	rasmussen-5797	Rasmussen	2009-08-04	2009-08-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0			gallup-5792	Gallup	2009-08-03	2009-08-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	5.0	17.0	rasmussen-5791	Rasmussen	2009-08-03	2009-08-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	54.0			gallup-5785	Gallup	2009-08-02	2009-08-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
32.0	48.0	6.0	15.0	rasmussen-5783	Rasmussen	2009-08-02	2009-08-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
43.0	52.0			gallup-5779	Gallup	2009-08-01	2009-08-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	48.0	6.0	15.0	rasmussen-5776	Rasmussen	2009-08-01	2009-08-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
28.0	29.0	2.0	41.0	quinnipiac-5790	Quinnipiac	2009-07-27	2009-08-03		Registered Voters	2409	2.0	Live Phone	Nonpartisan	None
41.0	54.0			gallup-5774	Gallup	2009-07-31	2009-08-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	48.0	5.0	16.0	rasmussen-5772	Rasmussen	2009-07-31	2009-08-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	56.0			gallup-5771	Gallup	2009-07-30	2009-08-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	48.0	4.0	19.0	rasmussen-5770	Rasmussen	2009-07-30	2009-08-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	58.0			gallup-5768	Gallup	2009-07-29	2009-07-31	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	48.0	5.0	20.0	rasmussen-5767	Rasmussen	2009-07-29	2009-07-31	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	60.0			gallup-5765	Gallup	2009-07-28	2009-07-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
